,statistics,time,simulation_time,generation_time
0,25,2020-12-11 00:10:21.084308,13777.888988494873,7069.543248176575
1,25,2020-12-11 09:41:21.394981,,
2,25,2020-12-11 22:19:21.017955,,
3,25,2020-12-12 11:19:21.322063,,
4,25,2020-12-12 21:41:25.939179,,
5,25,2020-12-13 09:41:25.766295,,
6,25,2020-12-13 21:47:40.975196,,
7,25,2020-12-14 09:41:32.968849,,
8,25,2020-12-14 22:00:32.770114,,
9,25,2020-12-15 09:41:25.860244,,
10,25,2020-12-15 21:41:21.978380,,
11,26,2020-12-16 09:45:21.000000,,
12,33,2020-12-16 21:46:21.214391,,
13,34,2020-12-17 10:00:47.579849,,
14,34,2020-12-17 21:42:10.805892,,
15,81,2020-12-18 09:41:21.945786,,
16,115,2020-12-18 21:58:16.326756,,
17,115,2020-12-19 11:22:21.616996,,
18,117,2020-12-19 21:41:33.474349,,
19,146,2020-12-20 09:41:21.514908,,
20,150,2020-12-20 21:50:21.342235,,
21,165,2020-12-21 10:14:54.578305,,
22,166,2020-12-21 21:47:21.044357,,
23,178,2020-12-22 10:40:59.124995,,
24,178,2020-12-22 22:26:21.000000,,
25,240,2020-12-23 10:00:58.892142,,
26,245,2020-12-23 22:30:21.000000,,
27,245,2020-12-24 09:41:23.058351,,
28,250,2020-12-24 23:50:21.529971,,
29,898,2020-12-25 09:41:21.743988,,
30,907,2020-12-25 21:49:21.000000,,
31,932,2020-12-26 09:41:21.435586,,
32,951,2020-12-26 22:54:21.035633,,
33,1011,2020-12-27 09:41:22.794273,,
34,1038,2020-12-27 22:44:21.121224,,
35,1057,2020-12-28 09:56:21.000000,,
36,1074,2020-12-28 21:54:21.000000,,
37,1074,2020-12-29 09:41:21.172860,,
38,1585,2020-12-29 23:03:47.394547,,
39,1625,2020-12-30 09:41:21.000000,,
40,1700,2020-12-30 21:42:21.000000,,
41,2422,2020-12-31 09:41:21.332535,,
42,2595,2020-12-31 21:56:21.000000,,
43,2594,2021-01-01 09:41:21.943093,,
44,2652,2021-01-01 22:28:21.000000,,
45,3047,2021-01-02 09:41:22.109537,,
46,3113,2021-01-02 23:14:21.231156,,
47,3275,2021-01-03 09:41:24.867839,,
48,3314,2021-01-03 21:42:21.000000,,
49,3346,2021-01-04 09:41:23.521567,,
50,3411,2021-01-04 21:57:21.000000,,
51,3645,2021-01-05 09:41:21.000000,,
52,3645,2021-01-05 21:45:21.000000,,
53,4028,2021-01-06 09:41:21.000000,,
54,4195,2021-01-06 22:33:21.000000,,
55,4475,2021-01-07 09:41:21.000000,,
56,4622,2021-01-07 21:46:21.000000,,
57,4685,2021-01-08 09:41:21.142525,,
58,4822,2021-01-08 21:44:21.000000,,
59,5314,2021-01-09 09:41:25.436705,,
60,5547,2021-01-09 21:56:21.000000,,
61,5904,2021-01-10 09:41:21.091411,,
62,5896,2021-01-10 21:57:21.000000,,
63,6272,2021-01-11 09:41:21.174137,,
64,6385,2021-01-11 21:43:21.000000,,
65,6668,2021-01-12 09:41:21.000000,,
66,6929,2021-01-12 21:41:21.000000,,
67,6909,2021-01-13 09:41:22.909591,,
68,7124,2021-01-13 21:44:21.000000,,
69,7102,2021-01-14 09:41:21.140732,,
70,7192,2021-01-14 21:41:21.000000,,
71,7889,2021-01-15 09:41:21.000000,,
72,7969,2021-01-15 21:42:21.000000,,
73,8169,2021-01-16 09:41:21.882327,,
74,8264,2021-01-16 21:42:21.000000,,
75,8807,2021-01-17 09:41:21.754378,,
76,8891,2021-01-17 21:42:21.000000,,
77,8984,2021-01-18 09:41:21.000000,,
78,9072,2021-01-18 21:42:21.000000,,
79,8993,2021-01-19 09:41:21.461447,,
