,statistics,time,simulation_time,generation_time
0,25,2020-12-10 22:17:58.603423,233111.19636821747,5565.376878738403
1,25,2020-12-11 09:41:22.439270,,
2,25,2020-12-11 22:16:31.902521,,
3,25,2020-12-12 09:41:22.257057,,
4,25,2020-12-12 22:19:11.960487,,
5,25,2020-12-13 09:41:21.548887,,
6,25,2020-12-13 21:50:58.728817,,
7,25,2020-12-14 09:41:21.764996,,
8,25,2020-12-14 21:56:15.877312,,
9,25,2020-12-15 09:41:22.863641,,
10,25,2020-12-15 22:09:28.937402,,
11,25,2020-12-16 09:41:21.479660,,
12,26,2020-12-16 21:43:32.163766,,
13,30,2020-12-17 09:41:21.067035,,
14,30,2020-12-17 22:04:25.676877,,
15,34,2020-12-18 09:41:21.644919,,
16,35,2020-12-18 21:46:32.108102,,
17,37,2020-12-19 09:41:21.105259,,
18,37,2020-12-19 21:45:20.439549,,
19,40,2020-12-20 09:41:24.381168,,
20,40,2020-12-20 22:15:16.311265,,
21,43,2020-12-21 09:41:22.041436,,
22,43,2020-12-21 22:12:42.573439,,
23,45,2020-12-22 09:41:22.216891,,
24,45,2020-12-22 21:59:50.086398,,
25,49,2020-12-23 09:41:22.142280,,
26,49,2020-12-23 21:50:21.000000,,
27,52,2020-12-24 09:41:21.955474,,
28,52,2020-12-24 21:45:36.000715,,
29,54,2020-12-25 09:41:21.383070,,
30,56,2020-12-25 21:54:05.593753,,
31,59,2020-12-26 09:41:24.231267,,
32,62,2020-12-26 21:47:48.905030,,
33,69,2020-12-27 09:41:21.368240,,
34,69,2020-12-27 21:54:09.888216,,
35,73,2020-12-28 09:41:22.566507,,
36,75,2020-12-28 22:05:00.384532,,
37,81,2020-12-29 09:41:21.942283,,
38,81,2020-12-29 21:45:04.219621,,
39,95,2020-12-30 09:41:21.897574,,
40,96,2020-12-30 21:57:19.145019,,
41,104,2020-12-31 09:41:22.213542,,
42,105,2020-12-31 21:50:34.689151,,
43,113,2021-01-01 09:41:21.463257,,
44,115,2021-01-01 21:47:46.386317,,
45,126,2021-01-02 09:41:22.564701,,
46,124,2021-01-02 21:42:36.166620,,
47,137,2021-01-03 09:41:24.027025,,
48,141,2021-01-03 21:51:33.773975,,
49,156,2021-01-04 09:41:21.080820,,
50,157,2021-01-04 22:10:21.000000,,
51,176,2021-01-05 09:41:22.023605,,
52,177,2021-01-05 22:06:37.094344,,
53,203,2021-01-06 09:41:22.112159,,
54,205,2021-01-06 21:55:21.922297,,
55,236,2021-01-07 09:41:26.557488,,
56,238,2021-01-07 21:44:21.000000,,
57,273,2021-01-08 09:41:22.328025,,
58,275,2021-01-08 22:06:43.403000,,
59,314,2021-01-09 09:41:24.515797,,
60,318,2021-01-09 22:06:02.618254,,
61,365,2021-01-10 09:41:21.143712,,
62,367,2021-01-10 22:02:26.009434,,
63,426,2021-01-11 09:41:22.684857,,
64,434,2021-01-11 21:52:03.652512,,
65,502,2021-01-12 09:41:21.029804,,
66,506,2021-01-12 22:12:46.793128,,
67,611,2021-01-13 09:41:21.572150,,
68,621,2021-01-13 21:48:21.000000,,
69,704,2021-01-14 09:41:23.542766,,
70,708,2021-01-14 21:45:55.888419,,
71,820,2021-01-15 09:41:21.568838,,
72,831,2021-01-15 21:45:15.966731,,
73,981,2021-01-16 09:41:23.751438,,
74,993,2021-01-16 21:43:21.000000,,
75,1125,2021-01-17 09:41:21.666600,,
76,1137,2021-01-17 22:00:33.664480,,
77,1268,2021-01-18 09:41:22.710240,,
78,1282,2021-01-18 21:48:21.000000,,
79,1433,2021-01-19 09:41:24.878812,,
80,1437,2021-01-19 21:42:21.000000,,
81,1599,2021-01-20 09:41:21.491843,,
82,1612,2021-01-20 21:53:00.295496,,
83,1755,2021-01-21 09:41:22.697590,,
84,1766,2021-01-21 22:03:21.000000,,
85,1920,2021-01-22 09:41:21.796007,,
86,1943,2021-01-22 21:45:21.000000,,
87,2093,2021-01-23 09:41:22.701539,,
88,2112,2021-01-23 21:41:21.000000,,
89,2261,2021-01-24 09:41:21.000000,,
90,2275,2021-01-24 21:41:21.000000,,
91,2382,2021-01-25 09:41:21.880364,,
92,2399,2021-01-25 21:43:21.000000,,
93,2521,2021-01-26 09:41:22.067214,,
94,2534,2021-01-26 21:54:21.000000,,
95,2644,2021-01-27 09:41:21.027443,,
96,2663,2021-01-27 21:44:21.000000,,
97,2780,2021-01-28 09:41:21.561460,,
98,2803,2021-01-28 21:50:09.293897,,
99,2892,2021-01-29 09:41:22.583477,,
100,2914,2021-01-29 21:44:21.000000,,
101,2981,2021-01-30 09:41:21.000000,,
102,3006,2021-01-30 21:43:21.000000,,
103,3058,2021-01-31 09:41:23.282816,,
104,3061,2021-01-31 21:45:21.000000,,
105,3132,2021-02-01 09:41:21.371700,,
106,3143,2021-02-01 21:48:21.000000,,
107,3209,2021-02-02 09:41:21.000000,,
108,3225,2021-02-02 21:42:17.618983,,
109,3284,2021-02-03 09:41:22.231404,,
110,3264,2021-02-03 21:42:21.000000,,
111,3341,2021-02-04 09:41:22.578695,,
112,3347,2021-02-04 21:51:21.000000,,
113,3406,2021-02-05 09:41:21.785285,,
114,3401,2021-02-05 21:46:21.000000,,
115,3464,2021-02-06 09:41:21.000000,,
116,3440,2021-02-06 21:42:21.000000,,
117,3492,2021-02-07 09:41:21.411619,,
118,3452,2021-02-07 21:41:21.000000,,
119,3537,2021-02-08 09:41:21.352381,,
120,3502,2021-02-08 21:47:21.000000,,
121,3560,2021-02-09 09:41:21.859962,,
122,3512,2021-02-09 21:42:21.000000,,
123,3586,2021-02-10 09:41:21.000000,,
124,3552,2021-02-10 21:44:21.000000,,
125,3605,2021-02-11 09:41:22.381318,,
126,3555,2021-02-11 21:41:21.000000,,
127,3663,2021-02-12 09:41:21.000000,,
128,3609,2021-02-12 21:44:21.000000,,
129,3704,2021-02-13 09:41:24.009829,,
130,3640,2021-02-13 21:41:21.000000,,
131,3742,2021-02-14 09:41:22.556229,,
132,3703,2021-02-14 21:47:21.000000,,
133,3799,2021-02-15 09:41:24.670279,,
134,3730,2021-02-15 21:47:56.979698,,
135,3807,2021-02-16 09:41:21.000000,,
136,3758,2021-02-16 21:43:21.000000,,
137,3850,2021-02-17 09:41:21.803136,,
138,3777,2021-02-17 21:41:21.000000,,
139,3880,2021-02-18 09:41:27.871473,,
140,3843,2021-02-18 21:45:21.000000,,
141,3988,2021-02-19 09:41:21.000000,,
142,3962,2021-02-19 21:41:21.000000,,
143,4085,2021-02-20 09:41:22.220563,,
144,4060,2021-02-20 21:43:21.000000,,
145,4180,2021-02-21 09:41:22.256404,,
146,4121,2021-02-21 21:44:25.308238,,
147,4222,2021-02-22 09:41:21.000000,,
148,4208,2021-02-22 21:44:21.000000,,
149,4336,2021-02-23 09:41:22.408489,,
150,4309,2021-02-23 21:43:21.000000,,
151,4414,2021-02-24 09:41:25.640797,,
152,4372,2021-02-24 21:41:21.000000,,
153,4480,2021-02-25 09:41:22.083560,,
154,4470,2021-02-25 21:43:21.000000,,
155,4567,2021-02-26 09:41:23.601961,,
156,4536,2021-02-26 21:42:21.000000,,
157,4655,2021-02-27 09:41:21.000000,,
158,4628,2021-02-27 21:41:21.000000,,
159,4722,2021-02-28 09:41:23.411751,,
160,4704,2021-02-28 21:43:21.000000,,
161,4801,2021-03-01 09:41:21.000000,,
162,4759,2021-03-01 21:47:21.000000,,
163,4836,2021-03-02 09:41:21.698675,,
164,4799,2021-03-02 21:44:21.000000,,
165,4885,2021-03-03 09:41:21.000000,,
166,4849,2021-03-03 21:44:21.000000,,
167,4953,2021-03-04 09:41:21.271130,,
168,4889,2021-03-04 21:45:21.000000,,
169,4987,2021-03-05 09:41:21.424226,,
170,4953,2021-03-05 21:42:21.000000,,
171,5057,2021-03-06 09:41:21.456598,,
172,5023,2021-03-06 21:41:21.000000,,
173,5116,2021-03-07 09:41:21.519512,,
174,5047,2021-03-07 21:58:21.000000,,
175,5130,2021-03-08 09:41:23.457559,,
176,5095,2021-03-08 21:44:21.000000,,
177,5173,2021-03-09 09:41:21.782557,,
178,5101,2021-03-09 21:43:21.000000,,
179,5180,2021-03-10 09:41:21.031174,,
180,5131,2021-03-10 21:41:21.000000,,
181,5210,2021-03-11 09:41:21.194466,,
182,5127,2021-03-11 21:44:21.000000,,
183,5194,2021-03-12 09:41:21.000000,,
184,5139,2021-03-12 21:41:21.000000,,
185,5248,2021-03-13 09:41:21.635716,,
186,5149,2021-03-13 21:41:21.000000,,
187,5222,2021-03-14 09:41:21.000000,,
188,5149,2021-03-14 21:42:21.000000,,
189,5237,2021-03-15 09:41:21.861120,,
190,5188,2021-03-15 21:52:21.000000,,
191,5302,2021-03-16 09:41:21.000000,,
192,5229,2021-03-16 21:48:21.000000,,
193,5334,2021-03-17 09:41:23.020025,,
194,5272,2021-03-17 21:43:21.000000,,
195,5363,2021-03-18 09:41:21.481020,,
196,5282,2021-03-18 21:41:21.000000,,
197,5384,2021-03-19 09:41:21.176816,,
198,5333,2021-03-19 21:42:10.660661,,
199,5460,2021-03-20 09:41:21.610871,,
200,5385,2021-03-20 21:41:21.000000,,
201,5513,2021-03-21 09:41:23.147848,,
202,5434,2021-03-21 21:41:21.000000,,
203,5539,2021-03-22 09:41:21.696497,,
204,5467,2021-03-22 21:46:21.000000,,
205,5558,2021-03-23 09:41:21.286119,,
206,5504,2021-03-23 21:45:21.000000,,
207,5580,2021-03-24 09:41:21.000000,,
208,5501,2021-03-24 21:42:21.000000,,
209,5576,2021-03-25 09:41:24.472409,,
210,5527,2021-03-25 21:41:21.000000,,
211,5609,2021-03-26 09:41:24.413755,,
212,5550,2021-03-26 21:45:21.000000,,
213,5642,2021-03-27 09:41:21.533544,,
214,5561,2021-03-27 21:42:21.000000,,
215,5669,2021-03-28 09:41:22.558452,,
216,5623,2021-03-28 21:43:19.701764,,
217,5714,2021-03-29 09:41:21.265335,,
218,5650,2021-03-29 21:44:21.000000,,
219,5757,2021-03-30 09:41:21.075901,,
220,5695,2021-03-30 21:42:21.000000,,
221,5775,2021-03-31 09:41:21.000000,,
222,5709,2021-03-31 21:44:21.000000,,
223,5801,2021-04-01 09:41:21.000000,,
224,5733,2021-04-01 21:41:21.000000,,
225,5815,2021-04-02 09:41:27.050219,,
226,5752,2021-04-02 21:41:21.000000,,
227,5852,2021-04-03 09:41:24.015332,,
228,5762,2021-04-03 21:41:21.000000,,
229,5852,2021-04-04 09:41:21.910971,,
230,5782,2021-04-04 21:43:21.000000,,
231,5871,2021-04-05 09:41:21.020109,,
232,5802,2021-04-05 21:41:21.000000,,
233,5892,2021-04-06 09:41:21.000000,,
234,5807,2021-04-06 21:44:21.000000,,
235,5869,2021-04-07 09:41:24.694137,,
236,5802,2021-04-07 21:44:21.000000,,
237,5914,2021-04-08 09:41:22.512710,,
238,5823,2021-04-08 21:41:21.000000,,
239,5858,2021-04-09 09:41:21.000000,,
240,5775,2021-04-09 21:42:21.000000,,
241,5865,2021-04-10 09:41:21.000000,,
242,5788,2021-04-10 21:41:21.000000,,
243,5879,2021-04-11 09:41:27.943485,,
244,5772,2021-04-11 21:42:21.000000,,
245,5858,2021-04-12 09:41:21.009654,,
246,5775,2021-04-12 21:43:21.000000,,
247,5836,2021-04-13 09:41:21.000000,,
248,5765,2021-04-13 21:48:21.000000,,
249,5855,2021-04-14 09:41:21.000000,,
250,5777,2021-04-14 21:47:21.000000,,
251,5862,2021-04-15 09:41:21.621288,,
252,5798,2021-04-15 21:43:21.000000,,
253,5886,2021-04-16 09:41:22.224293,,
254,5804,2021-04-16 21:44:21.000000,,
255,5870,2021-04-17 09:41:21.545003,,
256,5791,2021-04-17 21:42:21.000000,,
257,5884,2021-04-18 09:41:21.000000,,
258,5819,2021-04-18 21:46:21.000000,,
259,5924,2021-04-19 09:41:21.507964,,
260,5841,2021-04-19 21:42:21.000000,,
261,5918,2021-04-20 09:41:25.451729,,
262,5851,2021-04-20 21:43:21.000000,,
263,5906,2021-04-21 09:41:21.101259,,
264,5829,2021-04-21 21:43:21.000000,,
265,5901,2021-04-22 09:41:24.380767,,
266,5793,2021-04-22 21:42:21.000000,,
267,5891,2021-04-23 09:41:21.000000,,
268,5822,2021-04-23 21:41:21.000000,,
269,5891,2021-04-24 09:41:24.288996,,
270,5804,2021-04-24 21:42:21.000000,,
271,5887,2021-04-25 09:41:26.289027,,
272,5808,2021-04-25 21:43:21.000000,,
273,5877,2021-04-26 09:41:21.052318,,
274,5788,2021-04-26 21:42:21.000000,,
275,5874,2021-04-27 09:41:23.011508,,
276,5799,2021-04-27 21:51:01.408112,,
277,5870,2021-04-28 09:41:22.572119,,
