,statistics,time,simulation_time,generation_time
0,25,2020-12-11 00:10:21.442494,28000.227974653244,5449.875553846359
1,25,2020-12-11 09:41:21.108428,,
2,25,2020-12-11 22:17:29.390439,,
3,25,2020-12-12 11:19:26.436629,,
4,25,2020-12-12 23:33:21.019197,,
5,25,2020-12-13 09:41:23.270054,,
6,25,2020-12-13 21:53:22.083627,,
7,25,2020-12-14 09:54:15.544905,,
8,25,2020-12-14 22:03:28.996658,,
9,25,2020-12-15 09:41:22.913157,,
10,25,2020-12-15 21:54:21.000000,,
11,30,2020-12-16 09:41:21.221197,,
12,31,2020-12-16 22:44:29.007231,,
13,33,2020-12-17 09:41:21.083061,,
14,34,2020-12-17 22:22:21.001820,,
15,46,2020-12-18 09:48:11.154478,,
16,50,2020-12-18 23:27:21.512868,,
17,88,2020-12-19 09:41:21.333129,,
18,90,2020-12-19 22:26:39.931931,,
19,108,2020-12-20 10:12:58.463556,,
20,110,2020-12-20 22:12:21.005265,,
21,117,2020-12-21 09:41:32.985144,,
22,118,2020-12-21 21:41:21.000000,,
23,122,2020-12-22 09:41:23.080557,,
24,127,2020-12-22 22:44:21.205248,,
25,211,2020-12-23 10:09:43.328942,,
26,214,2020-12-24 00:01:22.390434,,
27,270,2020-12-24 09:41:21.218446,,
28,283,2020-12-24 21:46:05.755513,,
29,308,2020-12-25 09:41:21.591753,,
30,317,2020-12-25 22:53:37.126938,,
31,593,2020-12-26 09:41:22.090430,,
32,602,2020-12-26 21:43:21.929214,,
33,841,2020-12-27 12:22:38.057413,,
34,843,2020-12-27 22:31:21.000000,,
35,1078,2020-12-28 09:45:21.000000,,
36,1099,2020-12-28 22:41:21.017305,,
37,1421,2020-12-29 09:49:21.000000,,
38,1462,2020-12-29 21:53:21.000000,,
39,1517,2020-12-30 09:41:21.746897,,
40,1560,2020-12-30 22:30:02.014299,,
41,1608,2020-12-31 09:41:21.737825,,
42,1668,2020-12-31 21:41:21.000000,,
43,1768,2021-01-01 09:41:21.282212,,
44,1820,2021-01-01 21:52:21.000000,,
45,1910,2021-01-02 09:41:21.039097,,
46,1967,2021-01-02 21:43:21.000000,,
47,2073,2021-01-03 09:41:21.817066,,
48,2202,2021-01-03 21:43:21.000000,,
49,2372,2021-01-04 09:41:21.000000,,
50,2477,2021-01-04 21:52:21.000000,,
51,3252,2021-01-05 09:41:21.000000,,
52,3330,2021-01-05 22:51:21.000000,,
53,3511,2021-01-06 09:41:22.906775,,
54,3609,2021-01-06 21:51:21.000000,,
55,3824,2021-01-07 09:41:22.905073,,
56,3893,2021-01-07 21:43:21.000000,,
57,4065,2021-01-08 09:41:27.726382,,
58,4165,2021-01-08 21:49:21.000000,,
59,4414,2021-01-09 09:41:23.865607,,
60,4493,2021-01-09 21:43:21.000000,,
61,4678,2021-01-10 09:41:21.000000,,
62,4722,2021-01-10 21:41:21.000000,,
63,5016,2021-01-11 09:41:21.908283,,
64,5101,2021-01-11 21:46:21.000000,,
65,5319,2021-01-12 09:41:21.000000,,
66,5457,2021-01-12 21:41:21.000000,,
67,5727,2021-01-13 09:41:21.000000,,
68,5799,2021-01-13 21:43:21.000000,,
69,6125,2021-01-14 09:41:21.000000,,
70,6218,2021-01-14 21:42:21.000000,,
71,6320,2021-01-15 09:41:22.516591,,
72,6396,2021-01-15 21:48:21.000000,,
73,6665,2021-01-16 09:41:21.000000,,
74,6768,2021-01-16 21:41:21.000000,,
75,7076,2021-01-17 09:41:21.000000,,
