,statistics,time,simulation_time,generation_time
0,25,2020-12-11 00:10:21.165820,31894.69976091385,7150.365359544754
1,25,2020-12-11 09:41:22.609160,,
2,25,2020-12-11 22:10:44.833440,,
3,25,2020-12-12 09:49:03.628834,,
4,25,2020-12-12 21:41:51.105796,,
5,25,2020-12-13 09:41:23.579885,,
6,25,2020-12-13 23:15:21.066572,,
7,25,2020-12-14 09:41:21.490612,,
8,25,2020-12-14 21:56:21.230414,,
9,25,2020-12-15 12:05:57.787267,,
10,25,2020-12-15 21:44:21.479063,,
11,26,2020-12-16 10:24:22.335163,,
12,29,2020-12-16 23:34:21.002640,,
13,80,2020-12-17 09:41:22.044695,,
14,85,2020-12-17 21:53:21.629956,,
15,135,2020-12-18 10:53:29.259268,,
16,136,2020-12-18 23:40:21.002110,,
17,143,2020-12-19 10:46:25.496145,,
18,145,2020-12-19 23:29:22.732373,,
19,152,2020-12-20 09:41:23.375045,,
20,155,2020-12-20 22:11:54.583843,,
21,202,2020-12-21 10:21:23.043607,,
22,239,2020-12-21 22:12:30.975380,,
23,240,2020-12-22 09:41:39.904891,,
24,250,2020-12-22 21:59:21.813958,,
25,647,2020-12-23 09:41:31.854789,,
26,666,2020-12-23 21:58:21.000000,,
27,679,2020-12-24 09:41:21.250744,,
28,692,2020-12-24 23:47:21.000000,,
29,804,2020-12-25 09:41:24.915257,,
30,817,2020-12-25 21:41:21.308746,,
31,1206,2020-12-26 09:52:21.000000,,
32,1223,2020-12-26 21:45:21.000000,,
33,1604,2020-12-27 09:41:21.578794,,
34,1634,2020-12-27 22:05:21.000000,,
35,1971,2020-12-28 09:41:21.000000,,
36,2029,2020-12-28 21:44:21.000000,,
37,2360,2020-12-29 09:41:22.284536,,
38,2403,2020-12-29 22:12:21.025007,,
39,2565,2020-12-30 09:42:21.000000,,
40,2642,2020-12-30 22:10:21.000000,,
41,2726,2020-12-31 09:41:24.616554,,
42,2798,2020-12-31 21:42:21.000000,,
43,2974,2021-01-01 09:41:21.000000,,
44,3069,2021-01-01 21:42:21.000000,,
45,3192,2021-01-02 09:41:21.808021,,
46,3294,2021-01-02 21:41:21.000000,,
47,3479,2021-01-03 09:41:21.417107,,
48,3596,2021-01-03 21:43:21.000000,,
49,3730,2021-01-04 09:41:21.672751,,
50,3829,2021-01-04 21:51:21.000000,,
51,4082,2021-01-05 09:41:24.317816,,
52,4198,2021-01-05 21:53:21.000000,,
53,4309,2021-01-06 09:41:21.000000,,
54,4382,2021-01-06 21:46:21.000000,,
55,4500,2021-01-07 09:41:21.000000,,
56,4597,2021-01-07 21:42:21.000000,,
57,4929,2021-01-08 09:41:21.000000,,
58,4978,2021-01-08 21:45:21.000000,,
59,5237,2021-01-09 09:41:22.089835,,
