,statistics,time,simulation_time,generation_time
0,25,2020-12-11 00:10:21.819992,3135.0078732967377,5390.031116247177
1,25,2020-12-11 09:41:21.497732,,
2,25,2020-12-11 22:19:21.003861,,
3,25,2020-12-12 11:19:21.116094,,
4,25,2020-12-12 21:41:21.084370,,
5,25,2020-12-13 09:41:23.064497,,
6,25,2020-12-13 21:41:23.189401,,
7,25,2020-12-14 09:41:23.576595,,
8,25,2020-12-14 21:41:24.025173,,
9,25,2020-12-15 21:40:21.000000,,
10,25,2020-12-15 22:21:21.000000,,
11,25,2020-12-16 11:48:21.000000,,
12,25,2020-12-16 21:41:28.157186,,
13,25,2020-12-17 09:41:21.703746,,
14,41,2020-12-17 22:18:21.000284,,
15,41,2020-12-18 11:18:23.110448,,
16,41,2020-12-18 21:41:22.019641,,
17,41,2020-12-19 09:41:21.280017,,
18,41,2020-12-19 21:41:23.305350,,
19,41,2020-12-20 09:42:42.181124,,
20,41,2020-12-20 21:41:22.269797,,
21,53,2020-12-21 15:37:38.848393,,
22,53,2020-12-21 21:41:21.507789,,
23,53,2020-12-22 09:41:22.526491,,
24,53,2020-12-22 21:41:24.662524,,
25,53,2020-12-23 09:41:21.658581,,
26,75,2020-12-23 22:46:21.022701,,
27,75,2020-12-24 11:46:21.337076,,
28,75,2020-12-24 22:35:38.356929,,
29,75,2020-12-25 09:41:28.624391,,
30,75,2020-12-25 21:41:21.942036,,
31,75,2020-12-26 11:47:21.000000,,
32,89,2020-12-26 21:43:21.016615,,
33,89,2020-12-27 13:13:25.684795,,
34,89,2020-12-27 21:41:32.282724,,
35,89,2020-12-28 09:41:30.172117,,
36,89,2020-12-28 23:24:21.047395,,
37,89,2020-12-29 09:41:22.350753,,
38,89,2020-12-29 22:23:41.653158,,
39,89,2020-12-30 10:33:22.065682,,
40,131,2020-12-30 21:41:59.692945,,
41,131,2020-12-31 09:41:21.665218,,
42,130,2020-12-31 21:44:21.000000,,
43,129,2021-01-01 09:41:21.018573,,
44,127,2021-01-01 23:43:21.418107,,
45,127,2021-01-02 09:41:21.760530,,
46,122,2021-01-02 22:08:21.236246,,
47,121,2021-01-03 12:37:58.909306,,
48,118,2021-01-03 21:54:21.008704,,
49,116,2021-01-04 10:54:21.387011,,
50,115,2021-01-04 21:58:21.000000,,
51,528,2021-01-05 09:41:21.844859,,
52,872,2021-01-05 22:01:45.496077,,
53,870,2021-01-06 12:04:21.925425,,
54,867,2021-01-06 23:46:21.268074,,
55,867,2021-01-07 09:41:21.752308,,
56,867,2021-01-07 21:55:21.000370,,
57,867,2021-01-08 10:55:24.236073,,
58,867,2021-01-08 21:41:25.893867,,
59,866,2021-01-09 09:41:22.509407,,
60,864,2021-01-09 23:01:22.743166,,
61,864,2021-01-10 09:41:21.389548,,
62,860,2021-01-10 21:41:21.000000,,
63,2135,2021-01-11 09:41:24.197623,,
64,2133,2021-01-11 23:16:21.229711,,
65,2133,2021-01-12 09:41:21.293376,,
66,2129,2021-01-12 22:14:21.319136,,
67,2126,2021-01-13 10:12:21.000000,,
68,2124,2021-01-13 22:21:21.011102,,
69,2120,2021-01-14 09:56:21.000000,,
70,2117,2021-01-14 22:16:21.397451,,
71,2114,2021-01-15 09:41:24.625105,,
