,statistics,time,simulation_time,generation_time
0,25,2020-12-10 21:59:36.755922,58556.108984947205,6762.349240064621
1,25,2020-12-11 09:41:21.664195,,
2,25,2020-12-11 22:35:21.386665,,
3,25,2020-12-12 10:34:28.759150,,
4,25,2020-12-12 23:23:21.412857,,
5,25,2020-12-13 09:41:21.781179,,
6,25,2020-12-13 23:13:21.257376,,
7,25,2020-12-14 09:41:22.711125,,
8,25,2020-12-14 21:52:21.720835,,
9,25,2020-12-15 09:47:20.546281,,
10,25,2020-12-15 22:09:21.000000,,
11,29,2020-12-16 10:33:21.000000,,
12,32,2020-12-16 22:17:57.086582,,
13,53,2020-12-17 11:35:59.357366,,
14,55,2020-12-17 22:06:22.021508,,
15,70,2020-12-18 10:05:31.252841,,
16,72,2020-12-18 21:50:21.332259,,
17,89,2020-12-19 11:00:57.875200,,
18,90,2020-12-19 21:49:21.222981,,
19,104,2020-12-20 10:42:16.457675,,
20,104,2020-12-20 23:39:21.238153,,
21,127,2020-12-21 09:41:22.573127,,
22,128,2020-12-21 22:01:15.047197,,
23,141,2020-12-22 09:41:21.123794,,
24,142,2020-12-22 22:49:21.000000,,
25,181,2020-12-23 10:51:44.877694,,
26,182,2020-12-23 22:30:21.939311,,
27,254,2020-12-24 09:45:21.000000,,
28,259,2020-12-24 22:11:21.000000,,
29,353,2020-12-25 09:46:23.174361,,
30,362,2020-12-25 22:59:26.005385,,
31,456,2020-12-26 09:41:21.843678,,
32,459,2020-12-26 23:02:21.000000,,
33,603,2020-12-27 09:41:24.479717,,
34,605,2020-12-27 23:16:21.000000,,
35,777,2020-12-28 09:41:23.895841,,
36,793,2020-12-28 22:26:21.000000,,
37,901,2020-12-29 09:41:21.222578,,
38,920,2020-12-29 21:46:48.952929,,
39,1093,2020-12-30 09:41:21.490352,,
40,1109,2020-12-30 21:42:21.000000,,
41,1362,2020-12-31 09:41:21.681363,,
42,1384,2020-12-31 21:42:21.000000,,
43,1616,2021-01-01 09:41:22.723579,,
44,1645,2021-01-01 21:52:21.000000,,
45,1978,2021-01-02 09:41:21.059569,,
46,2021,2021-01-02 21:58:04.746478,,
47,2257,2021-01-03 09:41:22.719931,,
48,2295,2021-01-03 21:46:21.000000,,
49,2526,2021-01-04 09:41:23.192102,,
50,2575,2021-01-04 21:55:21.000000,,
51,2741,2021-01-05 09:41:21.000000,,
52,2793,2021-01-05 21:41:21.000000,,
53,2963,2021-01-06 09:41:26.487043,,
54,3040,2021-01-06 21:42:21.000000,,
55,3228,2021-01-07 09:41:23.041818,,
56,3290,2021-01-07 21:44:21.000000,,
57,3441,2021-01-08 09:41:21.333589,,
58,3520,2021-01-08 21:50:21.000000,,
59,3692,2021-01-09 09:41:22.538983,,
60,3769,2021-01-09 21:45:21.000000,,
61,3892,2021-01-10 09:41:21.340174,,
62,3983,2021-01-10 21:42:21.000000,,
63,4127,2021-01-11 09:41:21.524582,,
64,4221,2021-01-11 21:46:21.000000,,
65,4397,2021-01-12 09:41:21.162353,,
66,4483,2021-01-12 21:44:21.000000,,
67,4657,2021-01-13 09:41:29.113598,,
68,4735,2021-01-13 21:47:21.000000,,
69,4878,2021-01-14 09:41:23.568292,,
70,4937,2021-01-14 21:41:21.000000,,
71,5111,2021-01-15 09:41:24.249134,,
72,5178,2021-01-15 21:41:21.000000,,
73,5359,2021-01-16 09:41:21.000000,,
74,5430,2021-01-16 21:41:21.000000,,
75,5594,2021-01-17 09:41:21.027261,,
76,5636,2021-01-17 21:41:21.000000,,
77,5900,2021-01-18 09:41:22.376144,,
78,5924,2021-01-18 21:41:21.000000,,
79,6073,2021-01-19 09:41:26.491200,,
80,6119,2021-01-19 21:41:21.000000,,
81,6365,2021-01-20 09:41:21.958995,,
82,6346,2021-01-20 21:42:21.000000,,
83,6520,2021-01-21 09:41:23.049059,,
84,6555,2021-01-21 21:54:21.000000,,
85,6810,2021-01-22 09:41:23.650272,,
86,6788,2021-01-22 21:42:21.000000,,
87,7050,2021-01-23 09:41:22.250835,,
88,7028,2021-01-23 21:43:21.000000,,
89,7202,2021-01-24 09:41:21.383672,,
90,7157,2021-01-24 21:41:21.000000,,
91,7308,2021-01-25 09:41:22.994304,,
92,7265,2021-01-25 21:41:21.000000,,
93,7490,2021-01-26 09:41:24.189059,,
94,7453,2021-01-26 21:41:21.000000,,
95,7604,2021-01-27 09:41:21.012724,,
96,7561,2021-01-27 21:45:21.000000,,
97,7833,2021-01-28 09:41:22.462396,,
98,7783,2021-01-28 21:41:21.000000,,
99,7965,2021-01-29 09:41:21.419721,,
100,7945,2021-01-29 21:46:21.000000,,
101,8225,2021-01-30 09:41:21.304554,,
102,8224,2021-01-30 21:42:21.000000,,
103,8427,2021-01-31 09:41:21.000000,,
104,8415,2021-01-31 21:42:36.283077,,
105,8572,2021-02-01 09:41:21.000000,,
106,8539,2021-02-01 21:41:21.000000,,
107,8690,2021-02-02 09:41:21.873838,,
108,8682,2021-02-02 21:41:21.000000,,
109,8842,2021-02-03 09:41:21.761456,,
110,8838,2021-02-03 21:41:21.000000,,
111,9015,2021-02-04 09:41:21.000000,,
112,9026,2021-02-04 21:42:13.774869,,
113,9167,2021-02-05 09:41:21.190224,,
114,9163,2021-02-05 21:42:21.000000,,
115,9356,2021-02-06 09:41:21.488780,,
116,9323,2021-02-06 21:42:21.000000,,
117,9422,2021-02-07 09:41:21.000000,,
118,9401,2021-02-07 21:43:21.000000,,
119,9510,2021-02-08 09:41:21.000000,,
120,9489,2021-02-08 21:46:21.000000,,
121,9621,2021-02-09 09:41:24.105078,,
122,9541,2021-02-09 21:44:21.000000,,
123,9723,2021-02-10 09:41:22.093379,,
124,9613,2021-02-10 21:45:21.000000,,
125,9752,2021-02-11 09:41:26.954114,,
126,9660,2021-02-11 21:44:21.000000,,
127,9844,2021-02-12 09:41:21.000000,,
128,9769,2021-02-12 21:42:21.000000,,
129,9955,2021-02-13 09:41:21.000000,,
130,9846,2021-02-13 21:42:21.000000,,
131,9930,2021-02-14 09:41:21.899840,,
132,9859,2021-02-14 21:41:21.000000,,
133,9958,2021-02-15 09:41:21.000000,,
134,9867,2021-02-15 21:41:21.000000,,
135,10000,2021-02-16 09:41:21.274848,,
136,9877,2021-02-16 21:41:21.000000,,
137,10063,2021-02-17 09:41:22.125402,,
138,9977,2021-02-17 21:41:21.000000,,
139,10076,2021-02-18 09:41:21.000000,,
140,10013,2021-02-18 21:41:21.000000,,
141,10157,2021-02-19 09:41:21.730153,,
142,10039,2021-02-19 21:44:21.000000,,
143,10133,2021-02-20 09:41:22.896320,,
144,9992,2021-02-20 21:43:21.000000,,
145,10146,2021-02-21 09:41:21.000000,,
146,10075,2021-02-21 21:41:21.000000,,
147,10158,2021-02-22 09:41:21.000000,,
148,10057,2021-02-22 21:43:21.000000,,
149,10200,2021-02-23 09:41:21.000000,,
150,10083,2021-02-23 21:42:21.000000,,
151,10200,2021-02-24 09:41:25.322795,,
152,10093,2021-02-24 21:41:21.000000,,
153,10218,2021-02-25 09:41:21.000000,,
154,10125,2021-02-25 21:42:21.000000,,
155,10286,2021-02-26 09:41:21.000000,,
156,10182,2021-02-26 21:41:21.000000,,
157,10248,2021-02-27 09:41:21.000000,,
158,10170,2021-02-27 21:43:21.000000,,
159,10292,2021-02-28 09:41:21.000000,,
160,10207,2021-02-28 21:41:21.000000,,
161,10280,2021-03-01 09:41:21.225113,,
162,10221,2021-03-01 21:42:21.000000,,
163,10324,2021-03-02 09:41:21.000000,,
164,10236,2021-03-02 21:43:21.000000,,
165,10290,2021-03-03 09:41:21.000000,,
166,10193,2021-03-03 21:43:21.000000,,
167,10238,2021-03-04 09:41:21.054857,,
168,10127,2021-03-04 21:42:21.000000,,
169,10234,2021-03-05 09:41:22.287309,,
170,10110,2021-03-05 21:41:21.000000,,
171,10140,2021-03-06 09:41:22.653872,,
172,10026,2021-03-06 21:43:21.000000,,
173,10111,2021-03-07 09:41:24.425651,,
174,10022,2021-03-07 21:45:21.000000,,
175,10071,2021-03-08 09:41:21.000000,,
176,9985,2021-03-08 21:46:21.000000,,
177,10032,2021-03-09 09:41:21.438514,,
178,9906,2021-03-09 21:41:21.000000,,
179,9997,2021-03-10 09:41:21.000000,,
180,9891,2021-03-10 21:43:21.000000,,
181,9940,2021-03-11 09:41:21.183629,,
182,9836,2021-03-11 21:43:21.000000,,
183,9895,2021-03-12 09:41:21.108150,,
184,9777,2021-03-12 21:41:21.000000,,
185,9858,2021-03-13 09:41:21.402494,,
186,9729,2021-03-13 21:41:21.000000,,
187,9844,2021-03-14 09:41:23.142378,,
188,9683,2021-03-14 21:41:21.000000,,
189,9816,2021-03-15 09:41:21.430612,,
190,9704,2021-03-15 21:41:21.000000,,
191,9863,2021-03-16 09:41:21.000000,,
