,statistics,time,simulation_time,generation_time
0,25,2020-12-11 00:10:21.063010,6601.821269035339,5291.924643039703
1,25,2020-12-11 09:41:22.924977,,
2,25,2020-12-11 22:19:21.003409,,
3,25,2020-12-12 11:19:21.001064,,
4,25,2020-12-12 21:41:23.612475,,
5,25,2020-12-13 09:41:22.380275,,
6,25,2020-12-13 21:41:23.772456,,
7,25,2020-12-14 09:42:32.049717,,
8,25,2020-12-14 21:41:22.597513,,
9,25,2020-12-15 10:08:06.113787,,
10,25,2020-12-15 21:41:21.614220,,
11,25,2020-12-16 10:00:21.000000,,
12,58,2020-12-16 21:57:52.307806,,
13,58,2020-12-17 14:13:21.116580,,
14,58,2020-12-17 21:42:36.841132,,
15,94,2020-12-18 09:52:21.850735,,
16,98,2020-12-18 23:31:38.885688,,
17,98,2020-12-19 09:41:22.862900,,
18,101,2020-12-19 23:13:21.000209,,
19,175,2020-12-20 12:13:21.467631,,
20,175,2020-12-20 23:02:33.858806,,
21,180,2020-12-21 09:41:43.494226,,
22,181,2020-12-21 21:47:21.000000,,
23,181,2020-12-22 09:41:21.093509,,
24,190,2020-12-22 23:31:21.124242,,
25,329,2020-12-23 09:41:22.029422,,
26,329,2020-12-23 21:41:21.000000,,
27,575,2020-12-24 12:22:31.124669,,
28,599,2020-12-24 21:46:21.000000,,
29,624,2020-12-25 09:41:21.000000,,
30,624,2020-12-25 22:03:21.000000,,
31,674,2020-12-26 09:41:21.322765,,
32,674,2020-12-26 22:04:21.011180,,
33,878,2020-12-27 10:48:21.000000,,
34,878,2020-12-27 22:17:21.136155,,
35,878,2020-12-28 09:41:25.087380,,
36,930,2020-12-28 21:49:21.000000,,
37,1114,2020-12-29 09:41:21.000000,,
38,1114,2020-12-29 21:44:21.000000,,
39,2418,2020-12-30 09:41:24.140591,,
40,2418,2020-12-30 21:45:21.000000,,
41,3005,2020-12-31 09:46:21.000000,,
42,3004,2020-12-31 21:46:21.000000,,
43,3137,2021-01-01 09:41:22.984362,,
44,3267,2021-01-01 21:41:21.000000,,
45,3264,2021-01-02 09:41:21.899491,,
46,3395,2021-01-02 21:55:21.000000,,
47,3777,2021-01-03 09:41:21.000000,,
48,3773,2021-01-03 21:49:21.000000,,
49,4206,2021-01-04 09:41:23.299119,,
50,4205,2021-01-04 21:41:21.000000,,
51,4603,2021-01-05 09:41:22.446390,,
52,5007,2021-01-05 21:42:21.000000,,
53,5005,2021-01-06 09:41:21.298180,,
54,5334,2021-01-06 21:41:21.000000,,
55,5679,2021-01-07 09:41:21.938102,,
56,5673,2021-01-07 22:13:21.000000,,
57,5882,2021-01-08 09:41:21.000000,,
58,6146,2021-01-08 21:41:21.000000,,
59,6138,2021-01-09 09:41:26.045819,,
60,6431,2021-01-09 21:43:21.000000,,
61,7740,2021-01-10 09:41:21.000000,,
62,8022,2021-01-10 21:42:21.000000,,
63,8011,2021-01-11 09:41:21.000000,,
64,8243,2021-01-11 21:42:21.000000,,
65,8929,2021-01-12 09:41:21.967434,,
66,8909,2021-01-12 21:42:21.000000,,
67,9650,2021-01-13 09:41:22.663787,,
68,9833,2021-01-13 21:45:21.000000,,
69,9798,2021-01-14 09:41:21.280831,,
70,9973,2021-01-14 21:42:21.000000,,
71,9938,2021-01-15 09:41:21.000000,,
72,10183,2021-01-15 21:41:21.000000,,
