,statistics,time,simulation_time,generation_time
0,25,2020-12-11 00:10:21.061486,9023.590222597122,5843.187983036041
1,25,2020-12-11 09:41:21.692742,,
2,25,2020-12-11 22:19:21.008442,,
3,25,2020-12-12 11:19:21.072798,,
4,25,2020-12-12 21:41:21.222542,,
5,25,2020-12-13 09:41:23.249049,,
6,25,2020-12-13 21:41:23.996314,,
7,25,2020-12-14 09:41:56.820709,,
8,25,2020-12-14 22:19:21.974690,,
9,25,2020-12-15 13:49:21.342021,,
10,25,2020-12-15 22:28:21.000000,,
11,25,2020-12-16 09:41:21.568090,,
12,25,2020-12-16 23:53:21.280885,,
13,40,2020-12-17 09:41:21.014421,,
14,40,2020-12-17 22:02:21.007016,,
15,48,2020-12-18 11:02:21.171903,,
16,48,2020-12-18 21:41:22.014806,,
17,100,2020-12-19 09:41:21.611996,,
18,100,2020-12-19 21:41:21.375006,,
19,107,2020-12-20 09:43:46.118011,,
20,107,2020-12-20 21:41:24.097659,,
21,111,2020-12-21 21:40:21.000000,,
22,111,2020-12-22 01:04:36.553095,,
23,117,2020-12-22 11:41:21.000000,,
24,121,2020-12-22 21:59:21.000000,,
25,193,2020-12-23 11:53:21.000000,,
26,202,2020-12-23 21:58:21.000000,,
27,202,2020-12-24 09:41:21.789402,,
28,226,2020-12-24 21:58:21.000000,,
29,363,2020-12-25 09:41:21.018672,,
30,363,2020-12-25 22:19:50.028742,,
31,363,2020-12-26 10:29:21.794217,,
32,387,2020-12-26 23:00:21.003439,,
33,441,2020-12-27 09:41:28.475256,,
34,475,2020-12-27 21:54:21.000000,,
35,487,2020-12-28 09:41:30.019795,,
36,487,2020-12-28 21:51:21.000000,,
37,487,2020-12-29 09:41:22.004356,,
38,517,2020-12-29 21:46:21.000000,,
39,565,2020-12-30 09:44:21.000000,,
40,636,2020-12-30 21:43:21.000000,,
41,761,2020-12-31 09:41:21.384512,,
42,760,2020-12-31 21:50:21.000000,,
43,1028,2021-01-01 09:45:21.000000,,
44,1026,2021-01-01 21:41:21.000000,,
45,1133,2021-01-02 09:41:21.957795,,
46,1282,2021-01-02 22:28:12.277530,,
47,1278,2021-01-03 09:41:21.813146,,
48,1321,2021-01-03 23:01:21.000000,,
49,1623,2021-01-04 09:41:21.000000,,
50,1623,2021-01-04 22:02:21.000000,,
51,2035,2021-01-05 09:41:28.035888,,
52,2185,2021-01-05 21:44:06.916398,,
53,2610,2021-01-06 09:41:22.002015,,
54,2607,2021-01-06 21:46:21.000000,,
55,2771,2021-01-07 09:41:22.628910,,
56,2770,2021-01-07 21:41:21.000000,,
57,2934,2021-01-08 09:41:23.660713,,
58,3071,2021-01-08 21:50:21.000000,,
59,3645,2021-01-09 09:41:21.000000,,
60,3637,2021-01-09 21:42:21.000000,,
61,4776,2021-01-10 09:41:21.296982,,
62,5010,2021-01-10 21:42:21.000000,,
63,5007,2021-01-11 09:41:21.000000,,
64,5285,2021-01-11 21:43:21.000000,,
65,5927,2021-01-12 09:41:22.148212,,
66,5918,2021-01-12 21:42:21.000000,,
67,6171,2021-01-13 09:41:24.128896,,
68,6166,2021-01-13 21:47:21.000000,,
69,6525,2021-01-14 09:41:21.571110,,
70,6509,2021-01-14 21:41:21.000000,,
71,7217,2021-01-15 09:41:21.000000,,
72,7187,2021-01-15 21:41:21.000000,,
73,7676,2021-01-16 09:41:21.000000,,
74,7655,2021-01-16 21:45:21.000000,,
75,8597,2021-01-17 09:41:21.143955,,
76,9023,2021-01-17 21:51:21.000000,,
77,8988,2021-01-18 09:41:21.000000,,
78,9286,2021-01-18 21:41:21.000000,,
79,9261,2021-01-19 09:41:22.766947,,
80,9660,2021-01-19 21:42:21.000000,,
81,10158,2021-01-20 09:41:22.330402,,
82,10119,2021-01-20 21:43:21.000000,,
83,11016,2021-01-21 09:41:21.309914,,
84,10973,2021-01-21 21:47:21.000000,,
85,11239,2021-01-22 09:41:21.495492,,
86,11556,2021-01-22 21:41:21.000000,,
87,11511,2021-01-23 09:41:24.090104,,
88,11445,2021-01-23 21:41:21.000000,,
89,11686,2021-01-24 09:41:21.375970,,
90,11889,2021-01-24 21:47:21.000000,,
91,11805,2021-01-25 09:41:21.769527,,
92,12265,2021-01-25 21:41:21.000000,,
93,12148,2021-01-26 09:41:21.000000,,
94,12318,2021-01-26 21:42:21.000000,,
95,12187,2021-01-27 09:41:24.562459,,
96,12323,2021-01-27 21:41:21.000000,,
97,12667,2021-01-28 09:41:25.780334,,
98,12516,2021-01-28 22:04:21.000000,,
99,12912,2021-01-29 09:41:21.000000,,
100,12766,2021-01-29 21:41:21.000000,,
101,12777,2021-01-30 09:41:21.000000,,
102,12718,2021-01-30 21:41:21.000000,,
103,12630,2021-01-31 09:41:21.938823,,
104,12518,2021-01-31 21:41:21.000000,,
105,12249,2021-02-01 09:41:21.387712,,
106,12111,2021-02-01 21:41:21.000000,,
107,11823,2021-02-02 09:41:21.376033,,
108,11677,2021-02-02 21:42:21.000000,,
109,11800,2021-02-03 09:41:21.000000,,
110,11526,2021-02-03 21:49:21.000000,,
