,statistics,time,simulation_time,generation_time
0,25,2020-12-11 00:10:21.055543,9117.375405788422,5939.218342065811
1,25,2020-12-11 09:41:22.439522,,
2,25,2020-12-11 22:19:21.004348,,
3,25,2020-12-12 11:19:23.365264,,
4,25,2020-12-12 21:41:21.930871,,
5,25,2020-12-13 09:41:23.584414,,
6,25,2020-12-13 21:41:22.211597,,
7,25,2020-12-14 09:41:47.505399,,
8,25,2020-12-14 22:53:21.161182,,
9,25,2020-12-15 09:41:21.906738,,
10,25,2020-12-15 21:52:32.310124,,
11,25,2020-12-16 10:02:21.908448,,
12,39,2020-12-16 22:27:22.197988,,
13,75,2020-12-17 09:41:31.493724,,
14,75,2020-12-17 21:41:21.132525,,
15,103,2020-12-18 09:41:23.313387,,
16,136,2020-12-18 22:20:02.160643,,
17,141,2020-12-19 09:41:21.612812,,
18,141,2020-12-19 21:41:22.433762,,
19,147,2020-12-20 19:54:40.877023,,
20,147,2020-12-20 22:24:21.132594,,
21,150,2020-12-21 13:32:05.709857,,
22,150,2020-12-21 23:05:21.000000,,
23,150,2020-12-22 09:41:21.000000,,
24,161,2020-12-22 23:08:21.000000,,
25,206,2020-12-23 09:41:22.357199,,
26,206,2020-12-23 21:51:21.000000,,
27,342,2020-12-24 09:41:22.016471,,
28,342,2020-12-24 21:41:21.501605,,
29,427,2020-12-25 12:36:21.000000,,
30,447,2020-12-25 23:11:21.005646,,
31,447,2020-12-26 10:33:34.344856,,
32,478,2020-12-26 22:23:21.000000,,
33,487,2020-12-27 09:41:31.536671,,
34,499,2020-12-27 22:14:21.006773,,
35,538,2020-12-28 10:08:21.000000,,
36,538,2020-12-28 21:42:21.000000,,
37,607,2020-12-29 09:41:21.995897,,
38,607,2020-12-29 21:43:21.000000,,
39,677,2020-12-30 09:41:22.839421,,
40,747,2020-12-30 21:52:21.000000,,
41,829,2020-12-31 09:41:21.540436,,
42,827,2020-12-31 23:21:21.065641,,
43,826,2021-01-01 09:41:22.129665,,
44,875,2021-01-01 21:55:21.000000,,
45,917,2021-01-02 09:41:21.395553,,
46,914,2021-01-02 22:37:21.000000,,
47,2810,2021-01-03 09:41:22.318517,,
48,2863,2021-01-03 22:33:21.000000,,
49,2932,2021-01-04 09:41:22.632171,,
50,2930,2021-01-04 21:42:21.000000,,
51,2989,2021-01-05 09:41:21.253433,,
52,2986,2021-01-05 21:45:21.000000,,
53,3059,2021-01-06 09:41:22.700774,,
54,3129,2021-01-06 22:37:21.000000,,
55,3125,2021-01-07 09:41:24.066082,,
56,3211,2021-01-07 21:46:21.000000,,
57,3203,2021-01-08 09:41:21.000000,,
58,3194,2021-01-08 21:41:21.000000,,
59,4636,2021-01-09 09:41:25.771937,,
60,5125,2021-01-09 21:46:21.000000,,
61,5113,2021-01-10 09:41:27.589727,,
62,5496,2021-01-10 22:34:21.000000,,
63,5740,2021-01-11 09:41:21.485821,,
64,5736,2021-01-11 22:04:21.000000,,
65,6521,2021-01-12 09:41:21.000000,,
66,6506,2021-01-12 21:44:21.000000,,
67,6497,2021-01-13 09:41:21.598723,,
68,6695,2021-01-13 22:31:21.000000,,
69,7070,2021-01-14 09:41:21.000000,,
70,7428,2021-01-14 21:41:21.000000,,
71,7403,2021-01-15 09:41:23.271689,,
72,7769,2021-01-15 21:46:21.000000,,
73,7742,2021-01-16 09:41:21.000000,,
74,8267,2021-01-16 21:47:21.000000,,
75,8246,2021-01-17 09:41:21.000000,,
76,8211,2021-01-17 21:43:21.000000,,
77,8571,2021-01-18 09:41:21.004603,,
78,8827,2021-01-18 21:43:21.000000,,
79,8795,2021-01-19 09:41:23.819901,,
80,9014,2021-01-19 21:41:21.000000,,
81,9539,2021-01-20 09:41:21.000000,,
82,9500,2021-01-20 21:42:21.000000,,
83,9743,2021-01-21 09:41:21.000000,,
84,9978,2021-01-21 21:41:21.000000,,
85,11081,2021-01-22 09:41:21.747323,,
86,11055,2021-01-22 21:58:21.000000,,
87,11584,2021-01-23 09:41:22.608555,,
88,11471,2021-01-23 21:43:21.000000,,
89,11819,2021-01-24 09:41:23.055809,,
90,11874,2021-01-24 21:41:21.000000,,
91,11679,2021-01-25 09:41:21.000000,,
92,11675,2021-01-25 21:43:21.000000,,
93,11668,2021-01-26 09:41:21.378919,,
94,11480,2021-01-26 21:44:21.000000,,
95,11777,2021-01-27 09:41:21.044510,,
96,11606,2021-01-27 21:41:21.000000,,
97,11836,2021-01-28 09:41:22.573749,,
98,11987,2021-01-28 21:41:21.000000,,
99,11833,2021-01-29 09:41:21.091824,,
100,11948,2021-01-29 21:41:21.000000,,
101,11954,2021-01-30 09:41:21.575962,,
102,11764,2021-01-30 21:41:21.000000,,
103,11599,2021-01-31 09:41:21.000000,,
104,11843,2021-01-31 21:42:21.000000,,
105,11622,2021-02-01 09:41:23.086309,,
106,11561,2021-02-01 21:45:21.000000,,
107,11268,2021-02-02 09:41:23.330193,,
108,11186,2021-02-02 21:42:21.000000,,
109,11203,2021-02-03 09:41:21.025849,,
110,10885,2021-02-03 21:44:21.000000,,
