,statistics,time,simulation_time,generation_time
0,25,2020-12-11 00:10:21.299824,5452.028887748718,5514.769449472427
1,25,2020-12-11 09:41:25.289374,,
2,25,2020-12-11 22:19:21.002288,,
3,25,2020-12-12 11:19:26.950058,,
4,25,2020-12-12 21:41:27.828474,,
5,25,2020-12-13 09:41:25.304135,,
6,25,2020-12-13 21:41:21.838975,,
7,25,2020-12-14 09:42:40.886912,,
8,25,2020-12-14 21:41:21.332996,,
9,25,2020-12-15 17:14:35.659678,,
10,25,2020-12-15 22:14:21.006451,,
11,25,2020-12-16 10:05:21.000000,,
12,25,2020-12-16 23:09:21.002291,,
13,25,2020-12-17 09:41:41.206492,,
14,60,2020-12-17 22:58:46.399951,,
15,60,2020-12-18 09:41:37.005271,,
16,60,2020-12-18 21:41:21.101358,,
17,71,2020-12-19 21:40:21.000000,,
18,71,2020-12-20 01:55:21.155263,,
19,73,2020-12-20 21:40:21.000000,,
20,73,2020-12-20 23:17:10.939158,,
21,80,2020-12-21 21:32:18.142644,,
22,80,2020-12-21 23:32:27.739813,,
23,80,2020-12-22 09:41:22.977177,,
24,80,2020-12-22 23:04:21.000000,,
25,80,2020-12-23 09:41:23.227400,,
26,80,2020-12-23 22:24:35.643580,,
27,89,2020-12-24 10:21:21.000000,,
28,89,2020-12-24 21:41:21.342184,,
29,89,2020-12-25 09:41:21.518666,,
30,97,2020-12-25 21:41:23.356452,,
31,97,2020-12-26 09:41:21.009935,,
32,100,2020-12-26 23:59:21.005780,,
33,100,2020-12-27 09:41:21.670896,,
34,103,2020-12-27 22:08:21.003898,,
35,103,2020-12-28 11:08:22.558361,,
36,103,2020-12-28 21:41:22.094347,,
37,103,2020-12-29 09:41:23.982111,,
38,103,2020-12-29 23:59:21.090674,,
39,430,2020-12-30 09:41:23.089028,,
40,430,2020-12-30 22:48:21.000000,,
41,741,2020-12-31 09:41:23.544167,,
42,741,2020-12-31 21:52:04.922000,,
43,738,2021-01-01 10:01:21.128533,,
44,737,2021-01-01 21:53:59.564808,,
45,752,2021-01-02 09:41:37.415958,,
46,757,2021-01-02 23:33:21.000107,,
47,754,2021-01-03 09:42:38.618153,,
48,752,2021-01-03 21:41:21.000000,,
49,785,2021-01-04 09:44:21.000000,,
50,783,2021-01-04 21:55:21.000000,,
51,779,2021-01-05 09:41:21.000000,,
52,779,2021-01-05 21:46:21.000000,,
53,3006,2021-01-06 09:41:24.883589,,
54,3005,2021-01-06 22:12:21.001668,,
55,3290,2021-01-07 10:13:04.006975,,
56,3287,2021-01-07 21:53:21.000000,,
57,3285,2021-01-08 09:41:21.265661,,
58,3281,2021-01-08 21:50:21.436266,,
59,3399,2021-01-09 09:58:21.000000,,
60,3396,2021-01-09 21:46:21.000000,,
61,3393,2021-01-10 10:45:14.469570,,
62,3535,2021-01-10 23:28:21.078625,,
63,3531,2021-01-11 09:41:21.000000,,
64,3525,2021-01-11 21:41:21.000000,,
65,5302,2021-01-12 09:41:21.442338,,
66,5300,2021-01-12 21:42:21.000000,,
67,5294,2021-01-13 09:41:26.350059,,
68,5994,2021-01-13 22:18:21.002164,,
69,5993,2021-01-14 09:51:21.000000,,
70,5989,2021-01-14 21:42:21.000000,,
71,7151,2021-01-15 09:41:21.951994,,
72,7150,2021-01-15 21:49:21.000000,,
73,7534,2021-01-16 09:41:21.701168,,
74,7531,2021-01-16 23:10:21.005224,,
75,7526,2021-01-17 09:43:21.000000,,
76,8209,2021-01-17 21:42:21.000000,,
77,8206,2021-01-18 09:41:21.405433,,
78,8206,2021-01-18 21:42:21.000000,,
79,8204,2021-01-19 09:41:21.000000,,
80,8853,2021-01-19 22:33:21.735759,,
81,8834,2021-01-20 09:42:21.000000,,
82,8812,2021-01-20 21:42:21.000000,,
83,9617,2021-01-21 09:41:21.000000,,
84,9563,2021-01-21 21:41:21.000000,,
85,10211,2021-01-22 09:41:23.625529,,
86,10158,2021-01-22 21:41:21.000000,,
87,10110,2021-01-23 09:41:21.741437,,
88,10051,2021-01-23 21:48:21.000000,,
89,10001,2021-01-24 09:41:21.093980,,
90,10470,2021-01-24 21:41:21.000000,,
91,10422,2021-01-25 09:41:24.289220,,
92,10373,2021-01-25 22:08:21.000000,,
93,10848,2021-01-26 09:41:21.000000,,
94,10710,2021-01-26 21:41:21.000000,,
95,10811,2021-01-27 09:41:21.000000,,
96,10624,2021-01-27 21:42:21.000000,,
97,11890,2021-01-28 09:41:22.321595,,
98,11677,2021-01-28 21:47:21.000000,,
99,11481,2021-01-29 09:41:21.000000,,
100,11486,2021-01-29 21:44:21.000000,,
101,11286,2021-01-30 09:41:22.589430,,
102,11085,2021-01-30 21:45:21.000000,,
103,11745,2021-01-31 09:41:21.000000,,
104,11548,2021-01-31 21:43:21.000000,,
105,11356,2021-02-01 09:41:23.648519,,
106,11108,2021-02-01 21:41:21.000000,,
107,10863,2021-02-02 09:41:21.000000,,
108,10953,2021-02-02 21:41:21.000000,,
