,statistics,time,simulation_time,generation_time
0,25,2020-12-11 00:10:21.355217,5997.627871990204,5848.352031469345
1,25,2020-12-11 09:41:21.196643,,
2,25,2020-12-11 22:19:21.001400,,
3,25,2020-12-12 11:19:21.073064,,
4,25,2020-12-12 21:52:21.011458,,
5,25,2020-12-13 09:41:25.118709,,
6,25,2020-12-13 21:41:30.793174,,
7,25,2020-12-14 09:41:21.283803,,
8,25,2020-12-14 22:26:29.996108,,
9,25,2020-12-15 10:36:21.475090,,
10,25,2020-12-15 21:50:21.001446,,
11,25,2020-12-16 09:41:57.085889,,
12,25,2020-12-16 22:31:21.157038,,
13,25,2020-12-17 09:41:26.015033,,
14,48,2020-12-17 21:41:21.315238,,
15,48,2020-12-18 09:41:21.620723,,
16,59,2020-12-18 22:17:49.647557,,
17,59,2020-12-19 09:42:39.267116,,
18,59,2020-12-19 21:41:22.511924,,
19,59,2020-12-20 09:41:28.950190,,
20,59,2020-12-20 21:41:21.055125,,
21,67,2020-12-21 21:40:21.000000,,
22,67,2020-12-22 00:12:22.471369,,
23,70,2020-12-22 10:55:21.000000,,
24,70,2020-12-22 21:42:45.358114,,
25,70,2020-12-23 09:41:24.872408,,
26,80,2020-12-23 21:42:21.363389,,
27,80,2020-12-24 10:23:21.000000,,
28,80,2020-12-24 21:41:24.174591,,
29,99,2020-12-25 09:47:21.370832,,
30,99,2020-12-25 22:27:23.260396,,
31,99,2020-12-26 09:41:47.713336,,
32,102,2020-12-26 23:32:21.185145,,
33,102,2020-12-27 09:41:21.077814,,
34,129,2020-12-27 23:01:00.263594,,
35,129,2020-12-28 09:41:21.315970,,
36,129,2020-12-28 22:30:21.252688,,
37,129,2020-12-29 12:44:40.049210,,
38,129,2020-12-29 21:41:21.244419,,
39,374,2020-12-30 09:41:21.050401,,
40,374,2020-12-30 22:10:21.000000,,
41,373,2020-12-31 09:41:21.570814,,
42,388,2020-12-31 22:45:21.137856,,
43,387,2021-01-01 11:55:44.305086,,
44,389,2021-01-01 22:47:21.000000,,
45,387,2021-01-02 09:45:21.000000,,
