,statistics,time,simulation_time,generation_time
0,25,2020-12-11 00:10:21.777426,5601.485735416412,6366.252654314041
1,25,2020-12-11 09:41:21.998482,,
2,25,2020-12-11 22:19:21.004851,,
3,25,2020-12-12 11:19:22.984817,,
4,25,2020-12-12 21:41:21.027464,,
5,25,2020-12-13 09:41:34.145178,,
6,25,2020-12-13 21:41:21.142096,,
7,25,2020-12-14 09:41:23.646805,,
8,25,2020-12-14 21:41:22.646244,,
9,25,2020-12-15 09:41:21.264117,,
10,25,2020-12-15 21:41:21.357451,,
11,25,2020-12-16 12:17:21.000000,,
12,25,2020-12-16 23:21:21.001910,,
13,148,2020-12-17 12:21:22.139686,,
14,148,2020-12-17 23:10:36.161256,,
15,148,2020-12-18 09:45:50.463561,,
16,169,2020-12-18 22:15:21.000036,,
17,169,2020-12-19 11:15:21.334759,,
18,169,2020-12-19 22:04:33.358292,,
19,174,2020-12-20 09:41:31.686675,,
20,174,2020-12-20 21:41:24.141249,,
21,174,2020-12-21 21:40:21.000000,,
22,174,2020-12-22 00:48:21.000000,,
23,174,2020-12-22 09:49:21.000000,,
24,216,2020-12-22 22:06:21.000000,,
25,216,2020-12-23 09:41:21.063227,,
26,283,2020-12-23 22:18:21.348402,,
27,283,2020-12-24 11:05:21.000000,,
28,283,2020-12-24 21:41:24.504392,,
29,335,2020-12-25 09:45:21.116270,,
30,335,2020-12-25 23:23:21.000000,,
31,335,2020-12-26 09:41:23.455156,,
32,335,2020-12-26 22:06:21.007425,,
33,365,2020-12-27 10:40:21.000000,,
34,365,2020-12-27 21:44:21.000000,,
35,365,2020-12-28 09:41:21.720868,,
36,380,2020-12-28 22:13:21.000000,,
37,827,2020-12-29 09:41:22.893884,,
38,827,2020-12-29 22:03:21.000032,,
39,827,2020-12-30 09:57:21.000000,,
40,853,2020-12-30 21:41:21.000000,,
41,852,2020-12-31 09:41:22.228646,,
42,848,2020-12-31 21:54:21.104011,,
43,847,2021-01-01 09:51:21.000000,,
44,841,2021-01-02 00:05:21.552831,,
45,1531,2021-01-02 09:41:23.649461,,
46,1530,2021-01-02 22:08:21.000000,,
47,1733,2021-01-03 09:41:21.000000,,
48,1731,2021-01-03 21:44:21.000000,,
49,1996,2021-01-04 09:41:22.657528,,
50,1994,2021-01-04 23:29:21.000000,,
51,1994,2021-01-05 09:41:21.730191,,
52,1993,2021-01-05 22:09:21.001115,,
53,1991,2021-01-06 11:09:23.845824,,
54,2098,2021-01-06 22:03:21.000000,,
55,2089,2021-01-07 09:41:21.000000,,
56,2081,2021-01-07 21:41:21.000000,,
57,3288,2021-01-08 09:41:24.052866,,
58,3280,2021-01-08 22:03:21.000000,,
59,3676,2021-01-09 09:41:22.998093,,
60,3659,2021-01-09 21:45:21.000000,,
61,3642,2021-01-10 09:41:24.853693,,
62,4026,2021-01-10 22:37:21.000000,,
63,4011,2021-01-11 09:41:23.265348,,
64,3998,2021-01-11 21:42:21.000000,,
65,3985,2021-01-12 09:41:22.272170,,
66,4186,2021-01-12 21:42:21.000000,,
67,4831,2021-01-13 09:41:25.199037,,
68,4811,2021-01-13 21:42:21.000000,,
69,4801,2021-01-14 09:41:21.000000,,
70,4788,2021-01-14 21:42:21.000000,,
71,5902,2021-01-15 09:41:24.059995,,
72,5892,2021-01-15 21:44:21.000000,,
73,6521,2021-01-16 09:41:21.444425,,
74,6507,2021-01-16 21:55:21.000000,,
75,6496,2021-01-17 11:24:21.000000,,
76,6487,2021-01-17 21:49:21.000000,,
77,7707,2021-01-18 09:41:21.000000,,
78,7672,2021-01-18 21:41:21.000000,,
79,7630,2021-01-19 09:41:21.086280,,
80,7591,2021-01-19 21:46:21.000000,,
81,7992,2021-01-20 09:41:21.000840,,
82,8498,2021-01-20 21:41:21.000000,,
83,8458,2021-01-21 09:41:21.280445,,
84,8416,2021-01-21 21:43:21.000000,,
85,8369,2021-01-22 09:41:21.608862,,
86,8298,2021-01-22 21:47:21.000000,,
87,9033,2021-01-23 09:41:21.000000,,
88,9878,2021-01-23 21:41:49.066792,,
89,9774,2021-01-24 09:41:21.213155,,
90,9642,2021-01-24 21:41:21.000000,,
91,9551,2021-01-25 09:41:21.240916,,
92,10105,2021-01-25 21:41:21.000000,,
93,10020,2021-01-26 09:41:21.529439,,
94,9927,2021-01-26 21:43:21.000000,,
95,10244,2021-01-27 09:41:21.118898,,
96,10152,2021-01-27 21:44:21.000000,,
97,10044,2021-01-28 09:41:21.000000,,
98,9946,2021-01-28 21:41:21.000000,,
99,10176,2021-01-29 09:41:21.000000,,
100,10028,2021-01-29 21:42:21.000000,,
101,10702,2021-01-30 09:41:21.000000,,
102,10553,2021-01-30 21:44:21.000000,,
103,11778,2021-01-31 09:41:21.997873,,
104,11616,2021-01-31 21:41:21.000000,,
105,11462,2021-02-01 09:41:21.000000,,
106,11270,2021-02-01 21:42:21.000000,,
107,11100,2021-02-02 09:41:22.480825,,
108,11135,2021-02-02 21:42:21.000000,,
109,10936,2021-02-03 09:41:21.221959,,
110,10750,2021-02-03 21:44:21.000000,,
111,11065,2021-02-04 09:41:21.356930,,
112,11083,2021-02-04 21:41:21.000000,,
113,10874,2021-02-05 09:41:21.000000,,
114,10668,2021-02-05 21:42:21.000000,,
115,10433,2021-02-06 09:41:22.722179,,
116,10906,2021-02-06 21:41:21.000000,,
117,10689,2021-02-07 09:41:21.721041,,
118,10437,2021-02-07 21:41:21.000000,,
119,10433,2021-02-08 09:41:22.535547,,
120,10169,2021-02-08 21:44:21.000000,,
121,9905,2021-02-09 09:41:21.000000,,
122,9663,2021-02-09 21:43:21.000000,,
123,9523,2021-02-10 09:41:21.000000,,
124,9184,2021-02-10 21:41:21.000000,,
125,8893,2021-02-11 09:41:21.000000,,
126,9136,2021-02-11 21:41:21.000000,,
127,9256,2021-02-12 09:41:21.000000,,
128,9039,2021-02-12 21:44:21.000000,,
129,8825,2021-02-13 09:41:23.084721,,
130,8572,2021-02-13 21:42:21.000000,,
131,8482,2021-02-14 09:41:21.148378,,
132,8233,2021-02-14 21:44:21.000000,,
133,8018,2021-02-15 09:41:23.567260,,
134,7752,2021-02-15 21:43:21.000000,,
135,7737,2021-02-16 09:41:25.114110,,
136,7648,2021-02-16 21:42:21.000000,,
137,7448,2021-02-17 09:41:21.000000,,
138,7228,2021-02-17 21:43:21.000000,,
139,7148,2021-02-18 09:41:21.078270,,
140,6946,2021-02-18 21:42:21.000000,,
141,6728,2021-02-19 09:41:22.291668,,
142,6518,2021-02-19 21:41:21.000000,,
143,6323,2021-02-20 09:41:22.026624,,
144,6202,2021-02-20 21:43:21.000000,,
145,5956,2021-02-21 09:41:22.017444,,
146,5711,2021-02-21 21:45:21.000000,,
147,5563,2021-02-22 09:41:21.000000,,
148,5332,2021-02-22 21:46:21.000000,,
149,5103,2021-02-23 09:41:21.262636,,
150,4946,2021-02-23 21:42:21.000000,,
151,4710,2021-02-24 09:41:29.140016,,
152,4551,2021-02-24 21:41:21.000000,,
153,4323,2021-02-25 09:41:21.000000,,
154,4090,2021-02-25 21:41:21.000000,,
155,3890,2021-02-26 09:41:22.989769,,
156,3772,2021-02-26 21:41:21.000000,,
157,3628,2021-02-27 09:41:22.421013,,
158,3456,2021-02-27 21:41:21.000000,,
159,3316,2021-02-28 09:41:21.215052,,
160,3211,2021-02-28 21:43:21.000000,,
161,3064,2021-03-01 09:41:23.071141,,
162,2926,2021-03-01 21:55:21.000000,,
163,2810,2021-03-02 09:41:23.804266,,
164,2680,2021-03-02 21:43:21.000000,,
165,2547,2021-03-03 09:41:23.966007,,
166,2435,2021-03-03 21:59:21.000000,,
167,2324,2021-03-04 09:41:21.459328,,
168,2183,2021-03-04 21:41:21.000000,,
169,2066,2021-03-05 09:41:25.157791,,
170,1920,2021-03-05 21:47:21.000000,,
171,1850,2021-03-06 09:41:23.526488,,
172,1751,2021-03-06 21:41:21.000000,,
173,1649,2021-03-07 09:41:21.877440,,
174,1562,2021-03-07 21:41:21.000000,,
175,1470,2021-03-08 09:41:22.520626,,
176,1376,2021-03-08 21:44:21.000000,,
177,1280,2021-03-09 09:41:21.000000,,
178,1191,2021-03-09 21:47:21.000000,,
179,1098,2021-03-10 09:41:21.427511,,
180,1014,2021-03-10 21:41:21.000000,,
181,953,2021-03-11 09:41:21.755846,,
182,900,2021-03-11 21:57:21.000000,,
183,844,2021-03-12 09:41:21.031766,,
184,773,2021-03-12 21:41:21.000000,,
185,718,2021-03-13 09:41:21.296910,,
186,684,2021-03-13 21:43:21.000000,,
187,637,2021-03-14 09:41:21.895534,,
188,604,2021-03-14 21:47:21.000000,,
189,564,2021-03-15 09:41:23.851086,,
190,525,2021-03-15 21:59:21.000000,,
191,519,2021-03-16 09:41:21.297271,,
192,495,2021-03-16 21:52:21.000000,,
193,461,2021-03-17 09:41:21.649438,,
194,432,2021-03-17 22:40:21.000000,,
195,428,2021-03-18 09:41:26.164306,,
196,413,2021-03-18 22:10:21.000000,,
197,386,2021-03-19 09:41:21.019713,,
198,362,2021-03-19 21:49:21.000000,,
199,334,2021-03-20 09:41:21.803073,,
200,313,2021-03-20 21:47:21.000000,,
201,296,2021-03-21 09:41:21.000000,,
202,279,2021-03-21 21:43:21.000000,,
203,265,2021-03-22 09:41:24.069772,,
204,253,2021-03-22 21:46:21.000000,,
205,241,2021-03-23 09:41:21.297751,,
206,239,2021-03-23 22:39:21.000000,,
207,231,2021-03-24 09:41:21.000000,,
208,220,2021-03-24 23:44:21.267723,,
209,212,2021-03-25 09:41:27.657000,,
210,209,2021-03-25 23:23:21.276495,,
211,200,2021-03-26 09:41:21.473521,,
212,201,2021-03-26 22:30:21.002535,,
213,197,2021-03-27 12:20:12.463032,,
214,193,2021-03-27 23:04:21.134615,,
215,187,2021-03-28 09:41:22.420902,,
